"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"CPVL" 1.2772365642217e-200 -1.02127449626575 0.173 0.486 4.28193558155324e-196 "0" "CPVL"
"ENPP1" 2.26816890087302e-200 -0.965191852939419 0.032 0.252 7.60403624017679e-196 "0" "ENPP1"
"SLC25A33" 3.36338882217195e-200 0.902091201293871 0.767 0.369 1.12757610263315e-195 "0" "SLC25A33"
"LINC01615" 1.46339755196531e-199 -0.39662493487098 0.004 0.16 4.90604029296369e-195 "0" "LINC01615"
"ECM1" 4.32380817530917e-199 -0.602684455237773 0.006 0.169 1.4495566907724e-194 "0" "ECM1"
"SEZ6L2" 2.49984552969118e-197 -0.840621606129983 0.053 0.297 8.38073213828967e-193 "0" "SEZ6L2"
"BAMBI" 5.35465244443291e-197 1.00948890368163 0.548 0.112 1.79514723199613e-192 "0" "BAMBI"
"TMEM9B" 1.43495092010102e-196 0.809720330295978 0.867 0.566 4.81067295963868e-192 "0" "TMEM9B"
"RPL37A" 2.9122871368104e-196 -0.605554758862483 0.977 0.988 9.76344262615688e-192 "0" "RPL37A"
"MEG3" 3.94522400168068e-196 -1.23587478255839 0.346 0.676 1.32263634656345e-191 "0" "MEG3"
"PLEKHB1" 6.22461820458466e-196 0.933804157568507 0.752 0.363 2.08680325308701e-191 "0" "PLEKHB1"
"CPXM1" 7.24231598601247e-196 -0.46338893950162 0.007 0.172 2.42798643431068e-191 "0" "CPXM1"
"MATN2" 9.02385449215324e-195 0.942898710723963 0.626 0.184 3.02524721849437e-190 "0" "MATN2"
"SRSF7" 9.08997481967056e-195 1.16086036928743 0.826 0.495 3.04741405829456e-190 "0" "SRSF7"
"TNFRSF11B" 1.03604925717429e-194 -2.09780435336126 0.135 0.428 3.47335513467682e-190 "0" "TNFRSF11B"
"RPL19" 2.77141042369546e-194 -0.591740287218441 0.975 0.988 9.29115344543901e-190 "0" "RPL19"
"CXCL14" 8.25288387115009e-194 0.43152343778939 0.622 0.177 2.76677931780307e-189 "0" "CXCL14"
"ID3" 1.3406745786147e-193 1.00931533934206 0.934 0.669 4.49461152480577e-189 "0" "ID3"
"CAVIN2" 2.21902481845097e-191 -0.448334332484685 0.004 0.154 7.43928070385688e-187 "0" "CAVIN2"
"PHYHIPL" 2.65257774852441e-190 1.00932858744693 0.56 0.117 8.89276690192809e-186 "0" "PHYHIPL"
"NTM" 2.95833900887436e-190 0.946801789338087 0.554 0.131 9.91783152725129e-186 "0" "NTM"
"IFITM2" 5.31003213263847e-190 -1.18132612815561 0.519 0.758 1.78018827246705e-185 "0" "IFITM2"
"CRB2" 5.55602070306729e-190 1.09123520321491 0.661 0.238 1.86265594070331e-185 "0" "CRB2"
"ALDH1A2" 5.61851138965057e-190 -0.562140555863054 0.011 0.182 1.88360594338035e-185 "0" "ALDH1A2"
"CPXM2" 1.5628929627684e-189 0.82341160795372 0.458 0.05 5.23959865768105e-185 "0" "CPXM2"
"PDGFD" 1.20373219672935e-188 -0.69337021072097 0.026 0.226 4.03551218953515e-184 "0" "PDGFD"
"PTPRE" 1.88913320377193e-188 -0.830873373725732 0.098 0.374 6.33331906564538e-184 "0" "PTPRE"
"TRPM3" 2.46291001819722e-188 -0.601374612030189 0.043 0.27 8.25690583600619e-184 "0" "TRPM3"
"QKI" 3.29462401061789e-188 0.902965493927954 0.728 0.325 1.10452269955965e-183 "0" "QKI"
"LUM" 4.11593102805792e-187 -2.18604041068788 0.115 0.405 1.37986587715642e-182 "0" "LUM"
"CLU" 4.87153509391702e-185 0.595912083414832 0.999 0.984 1.63318214023568e-180 "0" "CLU"
"COL6A2" 1.47835064692429e-184 -1.11035982844766 0.408 0.673 4.95617054381368e-180 "0" "COL6A2"
"LINC00844" 1.44442948343732e-183 1.01970204325495 0.423 0.032 4.8424498432236e-179 "0" "LINC00844"
"MID1IP1" 3.29677130815704e-183 0.869891767223337 0.591 0.18 1.10524258105965e-178 "0" "MID1IP1"
"CYBA" 6.29395538196923e-183 -0.942219291257726 0.433 0.741 2.11004854180518e-178 "0" "CYBA"
"C1R" 6.90945147029181e-183 -1.47882345846544 0.718 0.784 2.31639360541533e-178 "0" "C1R"
"CH25H" 5.34838620111731e-182 1.42775548441548 0.534 0.134 1.79304647392458e-177 "0" "CH25H"
"MMP23B" 4.82220596993764e-180 -0.720726945461237 0.053 0.283 1.61664455142159e-175 "0" "MMP23B"
"RTN1" 7.87800775941884e-179 0.493918273563118 0.805 0.368 2.64110210134517e-174 "0" "RTN1"
"SCGB3A1" 9.81510443306906e-179 -0.609765243601887 0.038 0.252 3.2905137611864e-174 "0" "SCGB3A1"
"MYC" 1.85596505236092e-178 1.06006364568616 0.596 0.184 6.22212283804e-174 "0" "MYC"
"RPL27A" 3.53308638585981e-178 -0.591540616128758 0.977 0.983 1.1844672108595e-173 "0" "RPL27A"
"BAG3" 1.81922997864813e-177 0.983198899829896 0.715 0.347 6.09896850341786e-173 "0" "BAG3"
"INAFM1" 2.15601840636733e-177 -1.02000706481247 0.226 0.52 7.22805170734648e-173 "0" "INAFM1"
"RACK1" 4.56484954112953e-177 -0.736226040467558 0.9 0.945 1.53036580866367e-172 "0" "RACK1"
"C5orf49" 5.35584595064249e-177 0.989091916471507 0.618 0.216 1.7955473549529e-172 "0" "C5orf49"
"TUSC3" 3.19735951942639e-176 -0.936166293698865 0.473 0.707 1.0719147788877e-171 "0" "TUSC3"
"HSPB8" 7.58300394750201e-176 0.859752631620775 0.767 0.391 2.54220207340005e-171 "0" "HSPB8"
"NCAN" 9.67943403793026e-175 0.873824311147417 0.407 0.033 3.24503026121612e-170 "0" "NCAN"
"TNFRSF12A" 2.155803381609e-174 -1.11617108857818 0.492 0.763 7.22733083684416e-170 "0" "TNFRSF12A"
"NR4A1" 3.05615811720017e-174 1.09745420940238 0.727 0.37 1.02457700879136e-169 "0" "NR4A1"
"MMP2" 1.41498019299303e-173 -0.902837860864788 0.101 0.362 4.74372109700914e-169 "0" "MMP2"
"RPS12" 2.33461780641128e-173 -0.738685061275837 0.939 0.971 7.82680619599382e-169 "0" "RPS12"
"AC018647.1" 1.9394106130065e-172 0.756887636825969 0.426 0.043 6.50187408010428e-168 "0" "AC018647.1"
"PIFO" 4.98675960696333e-172 0.849320722551651 0.696 0.277 1.67181115823446e-167 "0" "PIFO"
"TSPAN13" 5.39158525357405e-172 -1.13900988872625 0.365 0.63 1.8075289562607e-167 "0" "TSPAN13"
"METRN" 6.1006198468764e-172 1.0812162471923 0.656 0.269 2.04523280366531e-167 "0" "METRN"
"SERPINE1" 7.74898628963296e-172 -0.596762116231782 0.025 0.212 2.59784765359945e-167 "0" "SERPINE1"
"HEXB" 7.91411175188223e-172 -1.19274682151591 0.407 0.652 2.65320596481852e-167 "0" "HEXB"
"TRMT112" 1.14993945902535e-171 -0.717586016049918 0.83 0.913 3.8551720363825e-167 "0" "TRMT112"
"EMID1" 2.86750264968174e-171 -0.801545759478835 0.098 0.356 9.61330263305803e-167 "0" "EMID1"
"APELA" 1.75804830971553e-170 -0.603628709156202 0.003 0.135 5.89385695832131e-166 "0" "APELA"
"LINC00461" 2.59706057098906e-170 0.772973249792261 0.473 0.081 8.70664556424082e-166 "0" "LINC00461"
"LINC00623" 4.23931875098926e-170 0.813542793044201 0.759 0.396 1.42123161126915e-165 "0" "LINC00623"
"PRRG3" 6.81654310664617e-170 -0.417488405586003 0.015 0.181 2.28524607650313e-165 "0" "PRRG3"
"HSPA1A" 3.93023942910184e-169 1.00700880626814 0.652 0.26 1.31761276860639e-164 "0" "HSPA1A"
"CTNND2" 2.22273875495971e-168 0.821886341454193 0.435 0.066 7.45173167600244e-164 "0" "CTNND2"
"TUBB2A" 1.38439124886219e-167 0.664924255608679 0.944 0.775 4.6411716618105e-163 "0" "TUBB2A"
"KLF10" 2.1587866501365e-167 1.00402409005957 0.699 0.311 7.23733224458261e-163 "0" "KLF10"
"GRAMD2B" 3.33455908793706e-167 0.7797986953032 0.563 0.151 1.1179109342309e-162 "0" "GRAMD2B"
"SEC61G" 7.01013011286876e-167 -0.629536342783463 0.912 0.955 2.35014612033925e-162 "0" "SEC61G"
"FIBIN" 1.70311002729783e-166 0.798019008290463 0.485 0.091 5.70967636651596e-162 "0" "FIBIN"
"TBX18" 4.09278057393146e-166 -0.359219157931457 0.003 0.131 1.37210468741052e-161 "0" "TBX18"
"SEC61B" 1.258926931878e-165 -0.71543632090127 0.889 0.936 4.22055253912098e-161 "0" "SEC61B"
"THUMPD3-AS1" 2.0513991635538e-164 0.995934736326546 0.693 0.324 6.8773156958141e-160 "0" "THUMPD3-AS1"
"NENF" 2.1691019613871e-164 -0.846870626739755 0.79 0.862 7.27191432555026e-160 "0" "NENF"
"RRAD" 2.74862437027918e-163 1.17724024015979 0.606 0.218 9.21476320136097e-159 "0" "RRAD"
"RCAN1" 3.45456648882591e-163 1.29659084726817 0.542 0.177 1.15814341537888e-158 "0" "RCAN1"
"RPL23" 3.93548515367477e-163 -0.653510476731385 0.915 0.949 1.31937139776947e-158 "0" "RPL23"
"RIDA" 8.2812139258391e-163 0.771325082995396 0.608 0.218 2.77627696863756e-158 "0" "RIDA"
"ITGB1" 2.48544524048162e-162 -0.9478872818967 0.484 0.709 8.33245516871463e-158 "0" "ITGB1"
"DNM3OS" 2.68840749391777e-162 -0.435229243678755 0.009 0.157 9.01288612335932e-158 "0" "DNM3OS"
"NUCB2" 1.18883574443209e-161 -0.999091751026902 0.49 0.71 3.98557183320858e-157 "0" "NUCB2"
"SLIT2" 1.21836244859521e-161 0.803482811601574 0.508 0.124 4.08456010891545e-157 "0" "SLIT2"
"GLO1" 3.14824569157795e-161 0.712834376319997 0.857 0.591 1.05544936810151e-156 "0" "GLO1"
"NSG1" 4.43488722326633e-161 -1.14318982435023 0.069 0.295 1.48679594160004e-156 "0" "NSG1"
"CLMP" 1.61385823410416e-160 -0.313914349149999 0.004 0.135 5.41045972983421e-156 "0" "CLMP"
"ADGRD1" 2.60881053865249e-160 -0.324252572767299 0.001 0.12 8.74603733083248e-156 "0" "ADGRD1"
"RPL38" 4.19272888034465e-160 -0.559744481965926 0.943 0.975 1.40561235713554e-155 "0" "RPL38"
"LINC00926" 3.82007604588535e-159 -0.556801439281269 0.036 0.233 1.28068049438306e-154 "0" "LINC00926"
"MFAP4" 9.87920710688678e-159 -1.14613452354167 0.127 0.394 3.31200418258379e-154 "0" "MFAP4"
"CES1" 1.03620425615464e-158 -0.705832073506395 0.017 0.178 3.47387476875842e-154 "0" "CES1"
"PRDX1" 1.44037568403321e-158 0.52539235844649 0.981 0.94 4.82885948072134e-154 "0" "PRDX1"
"S100A4" 1.63656937614833e-158 -1.83732085104651 0.105 0.35 5.48659883353729e-154 "0" "S100A4"
"ACTR3B" 1.69837198913507e-158 -0.653544400992185 0.079 0.319 5.69379209357534e-154 "0" "ACTR3B"
"KRT18" 3.34135156996343e-158 -0.657705687882176 0.024 0.2 1.12018811383024e-153 "0" "KRT18"
"CAV1" 4.47923167712381e-158 -0.693997756373979 0.019 0.185 1.50166241975576e-153 "0" "CAV1"
"FBN1" 4.07339735345694e-157 -0.755399556483151 0.058 0.275 1.36560646274644e-152 "0" "FBN1"
"ALDH1A3" 8.48942064322655e-157 -0.440310973608028 0.004 0.133 2.8460782706417e-152 "0" "ALDH1A3"
"HSPE1" 2.70002313271598e-156 0.587028246783987 0.977 0.891 9.05182755243034e-152 "0" "HSPE1"
"TNFSF10" 3.13572887618316e-156 -0.400412991752084 0.009 0.15 1.0512531057404e-151 "0" "TNFSF10"
"C1orf194" 5.75807767171202e-156 0.920619967160254 0.611 0.231 1.93039553944145e-151 "0" "C1orf194"
"CNN2" 1.30590088989775e-155 -0.588013254556621 0.056 0.274 4.3780327333822e-151 "0" "CNN2"
"RSPO2" 1.35385331260593e-155 0.784733724750617 0.365 0.021 4.53879323051136e-151 "0" "RSPO2"
"TPI1" 2.15217477987579e-155 0.611116316636488 0.965 0.864 7.21516594953357e-151 "0" "TPI1"
"RGS20" 4.96405259411573e-155 0.774067213496641 0.405 0.053 1.6641986321773e-150 "0" "RGS20"
"COMT" 1.1342016918093e-154 0.736929055162774 0.869 0.611 3.80241117179068e-150 "0" "COMT"
"BTG2" 2.41258890824323e-154 1.07257787330834 0.719 0.375 8.08820431488544e-150 "0" "BTG2"
"PLBD1" 2.64198759232019e-154 -0.388150732344717 0.011 0.157 8.85726340325343e-150 "0" "PLBD1"
"GPR137B" 4.8292325470609e-154 0.762858520719377 0.626 0.25 1.61900021140217e-149 "0" "GPR137B"
"PPA1" 5.20064337654466e-154 -0.78693684602179 0.789 0.872 1.7435156919866e-149 "0" "PPA1"
"MFAP2" 5.70763858207604e-154 -0.547221699112855 0.027 0.203 1.91348583464099e-149 "0" "MFAP2"
"NIPSNAP2" 8.33876977832168e-154 0.760934652893904 0.679 0.306 2.79557256818234e-149 "0" "NIPSNAP2"
"DRD5" 6.06919189680928e-153 -0.347114255192754 0.003 0.122 2.03469658340531e-148 "0" "DRD5"
"CHL1" 1.32941617626284e-152 -0.947659105429067 0.471 0.707 4.45686773092118e-148 "0" "CHL1"
"RPL36A" 1.56499907733925e-152 -0.743172090083083 0.769 0.895 5.24665940677984e-148 "0" "RPL36A"
"EMP2" 1.65342441478787e-152 -1.12642730109284 0.3 0.557 5.54310535057633e-148 "0" "EMP2"
"HMGCS1" 5.22258437449165e-152 0.98813484540893 0.722 0.379 1.75087141154833e-147 "0" "HMGCS1"
"ARPC5" 1.41247286780141e-151 -0.855197349083783 0.551 0.74 4.73531528930422e-147 "0" "ARPC5"
"HADHB" 1.79851945488506e-151 0.73633385165804 0.774 0.444 6.02953647250218e-147 "0" "HADHB"
"SOD3" 3.03658091597611e-151 1.11177034226255 0.683 0.311 1.01801375208099e-146 "0" "SOD3"
"TRIL" 9.02487881871248e-151 0.772244841482607 0.422 0.064 3.02559062397336e-146 "0" "TRIL"
"SPTSSA" 1.0055819165342e-150 0.673868945791542 0.937 0.769 3.37121337518089e-146 "0" "SPTSSA"
"ALDH7A1" 1.54097529175424e-150 0.76426862465278 0.68 0.301 5.16611966560609e-146 "0" "ALDH7A1"
"ALDH6A1" 6.02649010895591e-150 0.770103440750842 0.644 0.273 2.02038080902747e-145 "0" "ALDH6A1"
"PPP2R2B" 7.93536357615988e-150 0.679976394693982 0.55 0.159 2.6603306389076e-145 "0" "PPP2R2B"
"DCLK2" 8.79253216357071e-150 0.728240144845813 0.447 0.091 2.94769640783708e-145 "0" "DCLK2"
"RPL7A" 1.34640604623479e-149 -0.684401223030235 0.872 0.932 4.51382627000214e-145 "0" "RPL7A"
"SERTAD1" 2.23116463742296e-149 0.877203151019727 0.78 0.458 7.47997944696046e-145 "0" "SERTAD1"
"MYDGF" 1.5625652451283e-148 -0.882302051318375 0.584 0.757 5.23849998429261e-144 "0" "MYDGF"
"CFAP126" 1.57067413548045e-148 0.900746839476062 0.451 0.089 5.2656850391982e-144 "0" "CFAP126"
"P2RY14" 6.35831562513203e-148 -0.539464389203784 0.001 0.112 2.13162531332551e-143 "0" "P2RY14"
"PPT1" 9.43522784291419e-148 0.719241088513178 0.809 0.485 3.16316013433698e-143 "0" "PPT1"
"IFI6" 2.03004103180801e-147 -1.25925252049777 0.812 0.853 6.80571255913636e-143 "0" "IFI6"
"FXYD6" 2.95661852243134e-147 -0.956124079567774 0.527 0.719 9.91206359645107e-143 "0" "FXYD6"
"MSMO1" 3.8950174124167e-147 1.10415294602966 0.744 0.438 1.3058045875127e-142 "0" "MSMO1"
"BST2" 1.15017741209128e-146 -1.25339684538864 0.328 0.578 3.85596977403601e-142 "0" "BST2"
"CALD1" 1.45701015360698e-146 -0.941646206211462 0.591 0.769 4.88462653996742e-142 "0" "CALD1"
"SPINT2" 1.07598663767202e-145 -0.98959581971157 0.371 0.63 3.60724520279544e-141 "0" "SPINT2"
"HIF1A" 1.22602745658007e-145 0.722241404198404 0.611 0.247 4.11025704818469e-141 "0" "HIF1A"
"TSPAN3" 1.57516403442723e-145 0.650209886175225 0.893 0.679 5.28073742541728e-141 "0" "TSPAN3"
"PLSCR4" 1.72188103876371e-145 0.675350295686516 0.521 0.139 5.77260618245534e-141 "0" "PLSCR4"
"RPS20" 2.58067811900493e-145 -0.611086200982067 0.928 0.965 8.65172339396404e-141 "0" "RPS20"
"CASC15" 2.8029372868183e-145 -0.957031368181538 0.17 0.438 9.39684725405834e-141 "0" "CASC15"
"C3orf70" 5.06475482781003e-144 0.757735609937479 0.438 0.087 1.69795905602331e-139 "0" "C3orf70"
"FXYD1" 7.74716628502309e-144 0.818401785014684 0.82 0.509 2.59723749705399e-139 "0" "FXYD1"
"LRRC17" 3.07108728092344e-143 -0.670683526653921 0.052 0.251 1.02958201092958e-138 "0" "LRRC17"
"RPS24" 3.182837699183e-143 -0.542264741375129 0.971 0.981 1.0670463386511e-138 "0" "RPS24"
"MT1G" 4.9838136830559e-143 1.41800629290237 0.368 0.042 1.67082353724449e-138 "0" "MT1G"
"PDIA3" 1.34547482599378e-142 -0.845367406265959 0.916 0.927 4.51070435414416e-138 "0" "PDIA3"
"HLA-A" 9.81386721642409e-142 -0.832854265853912 0.88 0.918 3.29009898430618e-137 "0" "HLA-A"
"JAM2" 1.66797255664179e-141 0.717548871512782 0.651 0.274 5.59187799614161e-137 "0" "JAM2"
"ZFP36L1" 2.44992262655757e-141 0.722304161763284 0.925 0.684 8.21336560553424e-137 "0" "ZFP36L1"
"APC" 3.77539624771185e-141 0.760596101315878 0.507 0.157 1.2657015920454e-136 "0" "APC"
"RPS9" 1.09263960784164e-140 -0.530242029135211 0.976 0.986 3.66307428528911e-136 "0" "RPS9"
"FGF13" 1.48794663894009e-140 -0.426697113751517 0.018 0.167 4.98834110704665e-136 "0" "FGF13"
"BMPR1B" 1.91483353667729e-140 0.720854073509545 0.427 0.079 6.41947943171062e-136 "0" "BMPR1B"
"SPHK1" 3.08316730438236e-140 -0.690652312887265 0.096 0.329 1.03363183879419e-135 "0" "SPHK1"
"BTBD17" 1.5268977359806e-139 0.694636313423193 0.34 0.023 5.11892465987496e-135 "0" "BTBD17"
"POLE4" 2.04049000684064e-139 0.718101303861443 0.666 0.314 6.84074274793325e-135 "0" "POLE4"
"LIMCH1" 1.25024467541318e-137 0.712604520590427 0.455 0.115 4.19144527432268e-133 "0" "LIMCH1"
"AC105446.1" 2.99669089976724e-137 -0.408865654512633 0.015 0.158 1.00464062414697e-132 "0" "AC105446.1"
"RDX" 9.96617521294902e-137 0.682882841688745 0.831 0.55 3.34116024014116e-132 "0" "RDX"
"MEG8" 1.3491000518066e-136 -0.574348302580506 0.084 0.311 4.52285792368162e-132 "0" "MEG8"
"GPX3" 3.46284996262668e-136 -1.62868684925315 0.18 0.423 1.1609204499706e-131 "0" "GPX3"
"FGL2" 8.44145381282546e-136 -0.87120419658713 0.025 0.183 2.82999739074974e-131 "0" "FGL2"
"HSPA8" 1.11480608761983e-135 0.614036960473175 0.968 0.885 3.73738740874547e-131 "0" "HSPA8"
"MCL1" 1.21911026181793e-135 0.752266165312626 0.854 0.604 4.08706715274462e-131 "0" "MCL1"
"CSRP1" 2.2392749493038e-135 0.745705190966146 0.592 0.239 7.50716926754101e-131 "0" "CSRP1"
"ZFP36L2" 2.35111518109938e-135 0.867657150660351 0.762 0.446 7.88211364463567e-131 "0" "ZFP36L2"
"CLIC1" 3.04272300601114e-135 -0.766343642998573 0.78 0.865 1.02007288776524e-130 "0" "CLIC1"
"IFRD1" 7.50140125539464e-135 0.766733205817367 0.853 0.596 2.51484477087105e-130 "0" "IFRD1"
"HSPA1B" 8.64426696073275e-135 0.897231843719065 0.663 0.321 2.89799049858565e-130 "0" "HSPA1B"
"SLC12A2" 1.19774887660502e-134 -1.09174455841996 0.206 0.462 4.01545310881834e-130 "0" "SLC12A2"
"ATRAID" 6.64807938344626e-134 -0.90869239696198 0.814 0.864 2.22876861330036e-129 "0" "ATRAID"
"RPS11" 3.38463879036386e-133 -0.593734605354036 0.889 0.945 1.13470015446948e-128 "0" "RPS11"
"SLC18B1" 5.19042819411765e-133 0.668809326263047 0.44 0.098 1.74009105207794e-128 "0" "SLC18B1"
"SLC1A2" 5.3214411044484e-133 0.862721594217778 0.393 0.074 1.78401313026633e-128 "0" "SLC1A2"
"RBMS3" 8.17715146693103e-133 -0.818895903674634 0.185 0.435 2.74139002928863e-128 "0" "RBMS3"
"HSPA2" 1.03672745807787e-132 0.808026381034962 0.65 0.287 3.47562880320606e-128 "0" "HSPA2"
"LINC01896" 1.05866557257177e-132 0.66181349008786 0.322 0.018 3.54917633204685e-128 "0" "LINC01896"
"MUC12" 3.26087738530963e-132 -0.290015993498921 0.008 0.128 1.09320914342505e-127 "0" "MUC12"
"RFXANK" 4.03589484066217e-132 0.641972190683473 0.468 0.122 1.35303374533199e-127 "0" "RFXANK"
"BDH2" 7.67029114916773e-132 0.7114846564079 0.704 0.361 2.57146510775848e-127 "0" "BDH2"
"CHIC2" 8.34253887459317e-132 -0.841261742200899 0.306 0.558 2.79683615770736e-127 "0" "CHIC2"
"GEM" 8.47058599913648e-132 1.03972737322471 0.913 0.763 2.83976395621051e-127 "0" "GEM"
"KAZALD1" 1.20128743957149e-131 -0.367290247392042 0.011 0.138 4.02731614116343e-127 "0" "KAZALD1"
"BAALC" 2.67933358840241e-130 0.68214632822662 0.803 0.482 8.98246585511909e-126 "0" "BAALC"
"LGALS3BP" 2.74769386152283e-130 -0.829102047819853 0.729 0.816 9.21164367075529e-126 "0" "LGALS3BP"
"GABBR1" 5.9304805564694e-130 0.704928495400715 0.48 0.144 1.98819360655637e-125 "0" "GABBR1"
"INSIG1" 1.25791272576328e-129 0.893704114981788 0.734 0.405 4.21715241312139e-125 "0" "INSIG1"
"AKAP12" 3.2767017598712e-128 -0.882173377390682 0.283 0.531 1.09851426499682e-123 "0" "AKAP12"
"OST4" 4.41878599899001e-128 -0.51746089212322 0.958 0.971 1.4813980061614e-123 "0" "OST4"
"PCDH9" 1.10574363446314e-127 0.743007044576141 0.436 0.103 3.70700553453768e-123 "0" "PCDH9"
"RPS7" 1.66879296743665e-127 -0.546776540532087 0.919 0.947 5.59462842333136e-123 "0" "RPS7"
"PEBP4" 2.43824672266113e-127 0.675716252337315 0.351 0.046 8.17422213772145e-123 "0" "PEBP4"
"COX7A2L" 4.38831095745227e-127 -0.864980458215491 0.617 0.758 1.47118124848587e-122 "0" "COX7A2L"
"COL1A2" 1.43065675517328e-126 -0.768603805212866 0.026 0.179 4.79627677171843e-122 "0" "COL1A2"
"NUPR1" 9.33240794065477e-126 0.709823919031228 0.935 0.76 3.12868976210451e-121 "0" "NUPR1"
"RPS25" 1.13850683464013e-125 -0.443352864441194 0.985 0.991 3.81684416313104e-121 "0" "RPS25"
"PDLIM1" 1.16515692293304e-125 -0.559778939235968 0.052 0.237 3.90618858413301e-121 "0" "PDLIM1"
"ENHO" 1.34389020477453e-125 0.652235174861817 0.386 0.076 4.50539191150662e-121 "0" "ENHO"
"PDE4B" 1.4058575989422e-125 0.71877711381777 0.447 0.124 4.71313760045372e-121 "0" "PDE4B"
"CDC42EP3" 1.27430789345763e-124 -0.409143512902372 0.033 0.197 4.27211721281669e-120 "0" "CDC42EP3"
"ENKUR" 1.31671730881728e-124 0.61346948845401 0.396 0.079 4.41429477780992e-120 "0" "ENKUR"
"S1PR1" 1.78841396624968e-124 0.580895224848073 0.35 0.043 5.99565782185206e-120 "0" "S1PR1"
"FMOD" 2.13563901120431e-124 -0.645099706304074 0.081 0.284 7.15972978506243e-120 "0" "FMOD"
"SFT2D1" 4.92520127867831e-124 0.623840221405971 0.865 0.621 1.6511737286769e-119 "0" "SFT2D1"
"AKR1C2" 5.22230385827417e-124 -0.691223182892381 0.055 0.244 1.75077736848641e-119 "0" "AKR1C2"
"CEBPB" 1.01842577195003e-123 0.700735359766115 0.898 0.701 3.41427240046247e-119 "0" "CEBPB"
"TPM1" 1.05906239419472e-123 -1.0424883781213 0.539 0.697 3.55050667653781e-119 "0" "TPM1"
"RCN3" 2.12401403429525e-123 -0.415593855823497 0.018 0.154 7.12075704997483e-119 "0" "RCN3"
"RPS28" 2.34115328780824e-123 -0.440018551323401 0.982 0.991 7.84871639737713e-119 "0" "RPS28"
"RFTN2" 2.69913303289111e-123 0.608529746634861 0.424 0.095 9.04884349276743e-119 "0" "RFTN2"
"LDHB" 1.47261472361166e-122 0.472734971696815 0.975 0.913 4.9369408609081e-118 "0" "LDHB"
"LAPTM4A" 4.08936025271299e-122 -0.603091241044772 0.969 0.962 1.37095802472203e-117 "0" "LAPTM4A"
"NPAS3" 5.16258683068665e-122 0.583025801192331 0.359 0.054 1.7307572349877e-117 "0" "NPAS3"
"XBP1" 4.82484896334584e-121 -0.703838599104062 0.784 0.89 1.61753061496169e-116 "0" "XBP1"
"INTS6" 9.39511542376827e-121 0.806148667826563 0.635 0.305 3.14971244581831e-116 "0" "INTS6"
"RSPH1" 9.56339998419769e-121 0.773142880866537 0.589 0.26 3.20612984470227e-116 "0" "RSPH1"
"RPL4" 1.09361426899942e-120 -0.614357486855738 0.847 0.921 3.66634183682056e-116 "0" "RPL4"
"DYNC1I1" 1.64653251219682e-120 -0.483799538326331 0.042 0.21 5.52000024713985e-116 "0" "DYNC1I1"
"RAPGEF4" 1.67891799107815e-120 -0.285196397741509 0.006 0.113 5.62857256508949e-116 "0" "RAPGEF4"
"OGFRL1" 2.17326233604006e-120 0.708053984266874 0.402 0.097 7.2858619815743e-116 "0" "OGFRL1"
"CD83" 2.34340141584168e-120 1.36074256007266 0.601 0.31 7.85625324660922e-116 "0" "CD83"
"RPL5" 3.33405821959919e-120 -0.584449686522734 0.93 0.959 1.11774301812063e-115 "0" "RPL5"
"MYL12A" 4.31454011478974e-120 -0.83530532411896 0.722 0.817 1.44644957348326e-115 "0" "MYL12A"
"MYO10" 6.91266947379418e-120 0.630869676307456 0.427 0.106 2.3174724410895e-115 "0" "MYO10"
"SC5D" 3.57944799855124e-119 0.677451223465299 0.588 0.257 1.2000099415143e-114 "0" "SC5D"
"COL6A3" 4.81534652787467e-119 -0.314092515428935 0.005 0.108 1.61434492346998e-114 "0" "COL6A3"
"RBM7" 9.21631806673877e-119 0.735456971650958 0.739 0.435 3.08977063187417e-114 "0" "RBM7"
"TM4SF18" 9.93588966790736e-119 -0.436665303284833 0.02 0.156 3.33100701116594e-114 "0" "TM4SF18"
"KDELR2" 1.05924407590379e-118 -0.814911521435767 0.454 0.654 3.55111576446744e-114 "0" "KDELR2"
"FAM198B" 2.7877029289678e-118 0.664421451984421 0.512 0.166 9.34577406936455e-114 "0" "FAM198B"
"HACD3" 2.8660956794113e-118 0.570773932430544 0.891 0.699 9.6085857652264e-114 "0" "HACD3"
"ANKH" 2.19047859159315e-117 -0.741557825667343 0.178 0.411 7.34357947831603e-113 "0" "ANKH"
"KIAA0930" 3.15257372810258e-117 0.69182905715613 0.541 0.218 1.05690034234639e-112 "0" "KIAA0930"
"PYCR2" 3.55897163874019e-117 0.653821071952691 0.654 0.333 1.19314524188765e-112 "0" "PYCR2"
"EZR" 2.59791184624248e-116 0.644919953907053 0.705 0.355 8.7094994645279e-112 "0" "EZR"
"PTGES3" 2.85603552053107e-116 0.533228081984181 0.928 0.783 9.57485908258041e-112 "0" "PTGES3"
"SUB1" 3.31155852654427e-116 -0.535003829574994 0.95 0.97 1.11019999602397e-111 "0" "SUB1"
"NXT2" 4.54016923676326e-116 0.538637790950396 0.39 0.077 1.52209173662488e-111 "0" "NXT2"
"PAQR6" 4.6440974415931e-116 0.518339740257316 0.315 0.031 1.55693366729409e-111 "0" "PAQR6"
"CNTN1" 5.19272348806998e-116 0.670250801727874 0.385 0.084 1.74086054937546e-111 "0" "CNTN1"
